SET-WRITE capture start (25G83 adaptation 3)
WRITE t=343847946 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=343847964 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=343847976 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=343847990 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=343848006 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=343848034 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=343947145 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=343947158 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=343947173 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=343947184 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=343947192 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=343947206 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=343947214 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=343947221 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=343947502 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=343947523 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=344114053 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=344114412 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=344114422 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=344114438 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=344114450 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=344114465 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=344114480 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=344114508 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=344213843 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=344213856 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=344213873 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=344213884 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=344213892 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=344213905 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=344213914 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=344213920 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=344214202 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=344214223 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=344247632 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=344247989 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=344247999 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=344248016 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=344248027 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=344248043 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=344248057 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=344248085 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=344362665 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=344362679 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=344362697 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=344362707 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=344362715 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=344362729 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=344362738 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=344362744 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=344363025 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=344363046 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=344464231 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=344464591 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=344464601 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=344464617 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=344464628 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=344464642 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=344464657 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=344464684 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=344579295 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=344579308 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=344579325 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=344579335 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=344579343 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=344579357 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=344579366 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=344579372 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=344579667 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=344579689 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
WRITE t=344867573 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=15 a4=0
WRITE t=344867942 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=47 a4=0
WRITE t=344867952 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=1 a4=0
WRITE t=344867972 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920384 a4=0
WRITE t=344867978 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251920399 a4=0
WRITE t=344867987 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520355855 a4=0
WRITE t=344867994 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658255 a4=0
WRITE t=344868017 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=520093711 a4=0
WRITE t=344950893 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251658495 a4=0
WRITE t=344950905 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=960 a3=251659248 a4=0
WRITE t=344950923 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371087 a4=0
WRITE t=344950933 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=251921407 a4=0
WRITE t=344950941 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=520356095 a4=0
WRITE t=344950955 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=336527951 a4=0
WRITE t=344950964 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=252642047 a4=0
WRITE t=344950970 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=488 a3=67371840 a4=0
WRITE t=344951251 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=2 a2=409600 a3=0 a4=0
WRITE t=344951272 f=_ZN9ApplePMGR10writeReg32ENS_6RegMapEjjj a1=0 a2=98324 a3=0 a4=0
